gameDate,homeTeamCode,awayTeamCode,quarter,timeDriveStart,down,distance,yardLine,direction,play_type,player,player_number,is_complete,receiver,receiver_number,yardsFromPlay,visitorScore,homeScore,description,is_penalty,is_penalty_declined,penalty_player,penalty_type,penalty_team,is_noplay,is_touchdown,defenseTeamCode,offenseTeamCode,,,offenseTeam,defenseTeam
2014-09-06,oregon,michigan-st,1ST,15:00,,,0,,PASS,T.Alie,12,1,D.Buckner,44,,0,0,"12-T.Alie complete to 44-D.Buckner. 44-D.Buckner to MSU End Zone for 2 yards. Conversion is good.",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,,,0,,KICK,A.Schneider,41,0,,0,,0,0,"41-A.Schneider kicks 65 yards from ORE 35 to MSU End Zone. touchback.",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,1,10,999,ERROR,RUSH,N.Hill,20,0,,0,8,0,0,"20-N.Hill to MSU 33 for 8 yards.",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,2,2,999,ERROR,RUSH,N.Hill,20,0,,0,4,0,0,"20-N.Hill to MSU 37 for 4 yards.",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,1,10,999,ERROR,PASS,C.Cook,18,1,A.Burbridge,16,,0,0,"18-C.Cook complete to 16-A.Burbridge. 16-A.Burbridge to MSU 45 for 8 yards (13-T.Hill).",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,2,2,999,ERROR,RUSH,N.Hill,20,0,,0,-2,0,0,"20-N.Hill to MSU 43 for -2 yards (35-J.Walker).",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,3,4,999,ERROR,PASS,C.Cook,18,1,M.Kings,85,,0,0,"18-C.Cook complete to 85-M.Kings. 85-M.Kings to MSU 46 for 3 yards (13-T.Hill).",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,4,1,999,ERROR,PUNT,M.Sadler,3,0,,0,,0,0,"3-M.Sadler punts 41 yards from MSU 46 to ORE 13, fair catch by 14-I.Ekpre-Olomu.",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,1ST,15:00,1,10,999,ERROR,RUSH,T.Tyner,24,0,,0,5,0,0,"24-T.Tyner to ORE 18 for 5 yards (4-M.McDowell).",0,0,,,,0,0,oregon,michigan-st,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,5,999,ERROR,PASS,M.Mariota,8,1,D.Carrington,87,,0,0,"8-M.Mariota complete to 87-D.Carrington. 87-D.Carrington to MSU 18 for 64 yards (27-K.Drummond).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,M.Mariota,8,1,B.Marshall,9,,0,0,"8-M.Mariota complete to 9-B.Marshall. 9-B.Marshall to MSU 12 for 6 yards (45-D.Harris).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,4,999,ERROR,PASS,M.Mariota,8,1,D.Carrington,87,2,0,0,"8-M.Mariota complete to 87-D.Carrington. 87-D.Carrington to MSU 10 for 2 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,2,999,ERROR,PASS,M.Mariota,8,0,D.Carrington,87,,0,0,"8-M.Mariota incomplete. Intended for 87-D.Carrington.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,4,2,999,ERROR,"FIELD GOAL",M.Wogan,49,0,,0,,0,0,"49-M.Wogan 28 yards Field Goal is Good.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,KICK,A.Schneider,41,0,,0,21,0,0,"41-A.Schneider kicks 62 yards from ORE 35. 12-R.Shelton to MSU 24 for 21 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,J.Langford,33,0,,0,2,0,0,"33-J.Langford to MSU 26 for 2 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,8,999,ERROR,PASS,C.Cook,18,1,J.Price,82,17,0,0,"18-C.Cook complete to 82-J.Price. 82-J.Price to MSU 43 for 17 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,C.Cook,18,1,A.Troup,19,19,0,0,"18-C.Cook complete to 19-A.Troup. 19-A.Troup runs ob at ORE 38 for 19 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,J.Langford,33,0,,0,7,0,0,"33-J.Langford to ORE 31 for 7 yards (91-T.Washington). Team penalty on ORE, Illegal substitution, declined.",1,1,Team,"Illegal substitution",ORE,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,3,999,ERROR,RUSH,J.Langford,33,0,,0,6,0,0,"33-J.Langford to ORE 25 for 6 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,PASS,C.Cook,18,0,K.Mumphery,25,,0,0,"18-C.Cook incomplete. Intended for 25-K.Mumphery.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,10,999,ERROR,PASS,C.Cook,18,1,J.Price,82,,0,0,"18-C.Cook complete to 82-J.Price. 82-J.Price to ORE 16 for 9 yards (14-I.Ekpre-Olomu).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,1,999,ERROR,RUSH,J.Langford,33,0,,0,16,0,0,"33-J.Langford runs 16 yards for a touchdown.",0,0,,,,0,1,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,"EXTRA POINT",M.Geiger,4,0,,0,,0,0,"4-M.Geiger extra point is good.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,KICK,K.Cronin,24,0,,0,,0,0,"24-K.Cronin kicks 65 yards from MSU 35 to ORE End Zone. touchback.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,R.Freeman,21,0,,0,5,0,0,"21-R.Freeman to ORE 30 for 5 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,5,999,ERROR,PASS,M.Mariota,8,1,D.Allen,5,,0,0,"8-M.Mariota complete to 5-D.Allen. 5-D.Allen runs 70 yards for a touchdown.",0,0,,,,0,1,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,"EXTRA POINT",M.Wogan,49,0,,0,,0,0,"49-M.Wogan extra point is good.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,,,0,,KICK,A.Schneider,41,0,,0,,0,0,"41-A.Schneider kicks 56 yards from ORE 35. 12-R.Shelton to ORE 32 for 59 yards (4-E.Dargan).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,J.Langford,33,0,,0,3,0,0,"33-J.Langford to ORE 29 for 3 yards (91-T.Washington).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,7,999,ERROR,RUSH,J.Langford,33,0,,0,6,0,0,"33-J.Langford to ORE 23 for 6 yards (3-D.Mathis).",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,1,999,ERROR,RUSH,J.Langford,33,0,,0,5,0,0,"33-J.Langford to ORE 18 for 5 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,1,10,999,ERROR,RUSH,J.Langford,33,0,,0,2,0,0,"33-J.Langford to ORE 16 for 2 yards.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,2,8,999,ERROR,PASS,C.Cook,18,1,J.Langford,33,,0,0,"18-C.Cook complete to 33-J.Langford. 33-J.Langford to ORE 17 for -1 yard.",0,0,,,,0,0,michigan-st,oregon,,
2014-09-06,oregon,michigan-st,2ND,15:00,3,9,999,ERROR,PASS,C.Cook,18,0,A.Burbridge,16,,0,0,"18-C.Cook incomplete. Intended for 16-A.Burbridge.",0,0,,,,0,0,michigan-st,oregon,,
